Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-IcarusAllusion,0.0001,3.21,275
Main-AutomaticNewGame,0.0001,3.32,35
Main-MclintockPunch,0.0001,3.40,60
Main-AllOrNothingReloads,0.0001,3.44,76
Main-WaterfallIntoTheAbyss,0.0001,3.15,607
Main-KnockbackSlide,0.0001,3.18,730
Main-VulnerableCivilians,0.0001,3.35,58
Main-SkillSlotSystem,0.0001,3.92,14
Main-ItWorksItself,0.0001,3.51,90
Main-VladTepesAward,0.0001,3.92,91
Main-HotPaintJob,0.0001,3.21,455
Main-SexySaxMan,0.0001,3.34,107
Main-SquadControls,0.0001,3.36,289
Main-ScoreMultiplier,0.0001,3.46,747
Main-HitTheGroundHarder,0.0001,3.50,65
Main-WeaponizedCameras,0.0001,3.28,170
Main-VanityWindow,0.0001,4.12,9
Main-WinOneForTheGipper,0.0001,3.73,24
Main-IsThatTheBestYouCanDo,0.0001,3.00,276
Main-EatMyDust,0.0001,3.43,14
Main-BigFirstChoice,0.0001,3.20,199
Main-FrictionBurn,0.0001,3.28,"1,023"
Es-MotoqueroDuro,0.0001,3.86,"165,018"
Main-HollywoodMagnetism,0.0001,3.29,143
Main-The47Society,0.0001,3.65,7
Main-DeathByAmbulance,0.0000,3.48,54
TropeCo-ReverseShrapnel,0.0000,3.36,71
Main-StalkerSequence,0.0000,3.51,44
Main-DoorJam,0.0000,3.29,11
Main-YNot,0.0000,3.41,11
Main-SaveSat,0.0000,3.56,5
Main-WeaponRunningTime,0.0000,3.49,20
Main-NonLethalDeadlyWeapon,0.0000,3.13,86
Main-UnplannedManualDetonation,0.0000,3.73,5
De-Ninja-Piraten-Zombie-Roboter,0.0000,3.63,"50,315"
Es-Nientiendo,0.0000,4.74,"52,675"
Main-SequencingDeception,0.0000,3.41,104
De-AusDemInferno,0.0000,3.65,83
Main-KUBIS,0.0000,3.69,235
Main-GRU,0.0000,3.62,235
Main-OverusedSciFiSillyScience,0.0000,3.17,952
Main-ptitlemmnkr2le,0.0000,3.09,840
De-RecyceltImAll,0.0000,3.76,302
Es-Portredumbre,0.0000,3.74,"51,370"
Eo-MacGuffin,0.0000,3.81,3
SlidingScale-HumongousMecha,0.0000,3.66,565
SlidingScale-ColdSniper,0.0000,3.56,683
SlidingScale-Pyromaniac,0.0000,3.45,"1,029"
Main-OnceNoodledAManToDeath,0.0000,3.18,0
Encounters-MalfunctioningBulletDispenser,0.0000,3.84,"48,548"
Main-RampantHorse,0.0000,4.04,0
Main-Parent-Fu,0.0000,3.24,0
Main-AsTheDustSettles,0.0000,3.56,0
Main-ptitle1yx99tff,0.0000,3.42,0
Main-MissingMainCharacter,0.0000,3.67,0
Main-TogetherWeAreX,0.0000,3.28,0
Main-DontGiveMeThatAltitude,0.0000,3.31,0
ThatOneLevel-RhythymGame,0.0000,3.35,0
HighOctaneNightmareFuel-HalfLife,0.0000,3.18,0
Main-ExistenceFailure,0.0000,3.90,0
Main-TheMostAnnoyingSound,0.0000,3.77,0
Laconic-FastballSpecial,0.0000,3.93,0
Main-StandardRPGClasses,0.0000,3.43,0
Laconic-DeathOfAThousandCuts,0.0000,3.93,0
Laconic-MirrorBoss,0.0000,3.99,0
Laconic-PuzzleBoss,0.0000,3.93,0
Funny-TheShadowOfGreed,0.0000,3.78,0
Main-GideonPloy,0.0000,3.46,0
Main-TheSixMajorPlayStyles,0.0000,3.82,0
Laconic-MolotovCocktail,0.0000,4.00,0
Awesome-Bulletstorm,0.0000,3.74,0
Fr-PotentielDeCruauteDesJeuxVideo,0.0000,3.63,0
Main-StealthCommercial,0.0000,3.94,0
Sandbox-MetronomicMookMassacre,0.0000,3.21,0
Main-InstantMon,0.0000,3.54,0
Laconic-OneHandedZweihander,0.0000,4.02,0
Sandbox-TheWorfEffect,0.0000,3.31,0
Sandbox-ForkliftFu,0.0000,3.00,0
Sandbox-PortingDisasterSecondProposition,0.0000,3.76,0
Sandbox-StaffChick,0.0000,3.12,0
Sandbox-BeyondTheImpossible,0.0000,3.43,0
Main-TheTelltaleDrapes,0.0000,3.56,0
PlayingWith-WeaponJr,0.0000,3.41,0
